action,choice1,choice2,firstPlayer,game,indexOf,judgements1,judgements2,leftLabel,outcome,phase,rangeProb1,rangeProb2,status,template,templates,time,uniqueid,viewTime
,A,A,_h,singleControl,,"We dont know yet, cuz A and B is the same","Both a win/win. But, it is the same amount of money so I cannot exactly tell",Definitely<br />Friends,0.0,TRIAL,50,29,,,,294991.0,88,
,B,B,_v,pd,,"If they were friends 8/8 would have bee better, but Zoe chose B, so she is probably yearning for a higher payout",Jacob chose the best option for him. the other one would have gave him no money,Definitely<br />Friends,3.0,TRIAL,61,50,,,,348229.0,88,
,A,A,_v,pd,,Kaylee chose an option that is more beneficial to emily,They both had an equal payout. Emily could have chosen B for her advantage but she chose A,Definitely<br />Friends,0.0,TRIAL,24,18,,,,398191.0,88,
,A,A,_v,coordination,,"can tell yet, because B has similar options","That is the best choice for both, so I cannot tell ",Definitely<br />Friends,0.0,TRIAL,50,52,,,,433610.0,88,
,B,A,_v,coordination,,Same option for both A and B. Cannot tell if friends/enemies,Richmond sacraficed his winnings to make sure frank got nothing,Definitely<br />Friends,1.0,TRIAL,50,100,,,,477560.0,88,
,B,A,_v,attentionGame,,0,0,Definitely<br />Friends,,TRIAL,54,50,,,,513994.0,88,
,A,A,_v,disjunctive,,David made sure to choose the option that could guarantee himself 12 ,"Gerald had the same option, so it did not matter.",Definitely<br />Friends,0.0,TRIAL,56,50,,,,556106.0,88,
,B,B,_v,disjunctive,,William risked getting 0 even though he could have been guaranteed 12,Lauren purposely chose 0 winnings instead of gaining 12,Definitely<br />Friends,3.0,TRIAL,31,75,,,,596004.0,88,
,,,,,,,,,,END,,,begin,,,,88,
,,,,,,,,,,END,,,submit,,,,88,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,89,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,89,94481.0
,A,A,_v,coordination,,The choice does not give enough information to make the choice they either both get equal or get nothing.,"It is the same they both get something out of the exchange, so could be friends or enemies.",Definitely<br />Friends,0.0,TRIAL,50,45,,,,207728.0,89,
,B,A,_v,coordination,,Austin is willing to give up getting something so that Daniel will not get anything.,They chose to loose out so the other person would not get anything.,Definitely<br />Friends,1.0,TRIAL,94,88,,,,328279.0,89,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-review.html'],,89,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-review.html,,,89,16490.0
,B,A,_v,singleControl,,Megan is only playing for herself and not Geoff.,Geoff is sacrificing for Megan to at least get something.,Definitely<br />Friends,1.0,TRIAL,76,43,,,,483983.0,89,
,A,A,_v,singleControl,,Kaylee is going for an equal pay out for both something you would do for a friend.,They worked together so that both of them could gain something.,Definitely<br />Friends,0.0,TRIAL,26,11,,,,562438.0,89,
,A,A,_v,disjunctive,,Matthew is working for them both to receive something.,they were working together to get something,Definitely<br />Friends,0.0,TRIAL,21,14,,,,635935.0,89,
,B,B,_v,disjunctive,,he shows the thought of working together.,She chose for neither to receive anything in the game,Definitely<br />Friends,3.0,TRIAL,30,57,,,,802127.0,89,
,B,B,_h,threat,,Luke chose for Rebecca to gain something sacrificing him getting anything.,She chose to go ahead and pick what would give her something leaving him without,Definitely<br />Friends,3.0,TRIAL,3,53,,,,897917.0,89,
,A,A,_v,threat,,Zoe chooses to make sure Gerald will get more.,Gerald chose to make sure that at least zoe would gain something.,Definitely<br />Friends,0.0,TRIAL,23,9,,,,994526.0,89,
,A,B,_h,threat,,David is making the choice that both will will gain something even if one gains more.,Robert was looking out for himself,Definitely<br />Friends,1.0,TRIAL,21,41,,,,1111678.0,89,
,A,B,_h,attentionGame,,0,0,Definitely<br />Friends,,TRIAL,54,50,,,,1147238.0,89,
,B,B,_v,pd,,Lauren set it up so that no matter what emily chooses she gets something,emily had no real choice in it she would either get nothing or give them equal amounts,Definitely<br />Friends,3.0,TRIAL,66,51,,,,1249991.0,89,
,A,A,_h,pd,,William is trusting enough that he believes olivia will  pick one good for both of them,Olivia did not just think of herself and chose to give equally,Definitely<br />Friends,0.0,TRIAL,9,5,,,,1330078.0,89,
,,,,,,,,,,END,,,begin,,,,89,
,,,,,,,,,,END,,,submit,,,,89,
,,,,,,,,,,END,,,submit,,,,89,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,90,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,90,29994.0
,A,A,_h,threat,,"If they're friends, it's reasonable to assume they'll seek to maximize the total profit. If they're neutral, A will maximize for herself. If they're enemies, A either maximizes for herself or minimizes for B. 

So there's no way to tell, since the choice could either be A being intelligent and maximizing for herself (as opposed to pursuing petty revenge) or they could be working together.",B has no reason to choose as they did if they aren't friends.,Definitely<br />Enemies,0.0,TRIAL,49,100,,,,175631.0,90,
,B,B,_v,threat,,"Again, impossible to tell (see first case).",Maria hurt herself to reduce Megan's pay.,Definitely<br />Enemies,3.0,TRIAL,48,0,,,,219453.0,90,
,B,A,_v,threat,,Impossible to tell.,"Impossible to tell, Richmond did what was best for himself.",Definitely<br />Enemies,1.0,TRIAL,49,49,,,,271572.0,90,
,A,A,_h,coordination,,"Impossible to tell, the two choices are identical.","Impossible to tell, Geoff made the best choice for himself.",Definitely<br />Enemies,0.0,TRIAL,50,50,,,,320098.0,90,
,A,B,_h,coordination,,"Again, identical choices. No information here.",Emily hurt herself to hurt David.,Definitely<br />Enemies,1.0,TRIAL,50,0,,,,340825.0,90,
,B,B,_h,disjunctive,,Ryan's trusting Lauren not to hurt him when he didn't have to.,Lauren hurt herself to hurt Ryan.,Definitely<br />Enemies,3.0,TRIAL,100,0,,,,416559.0,90,
,A,A,_v,disjunctive,,"Impossible to tell, insufficient information.","Impossible to tell, choice was meaningless.",Definitely<br />Enemies,0.0,TRIAL,50,50,,,,456453.0,90,
,B,A,_v,singleControl,,Kate chose to hurt Rebecca even though helping Rebecca wouldn't cost anything.,Meaningless choice.,Definitely<br />Enemies,1.0,TRIAL,0,0,,,,520788.0,90,
,A,A,_v,singleControl,,"Doesn't mean anything, default would be to help others if it doesn't cost you anything. I'd say they aren't enemies, but that doesn't preclude them being neutral.",Meaningless choice.,Definitely<br />Enemies,0.0,TRIAL,50,50,,,,574562.0,90,
,A,A,_v,attentionGame,,Frank didn't optimize for himself and opened himself up to being backstabbed.,"Combined with before, Robert chose to maximize the group over himself.",Definitely<br />Enemies,,TRIAL,100,100,,,,622168.0,90,
,B,B,_h,pd,,"Gavin optimized for himself, doesn't mean anything.","William optimized for himself, but in doing so, made the group less well off. Probably not friends, but could be neutral.",Definitely<br />Enemies,3.0,TRIAL,50,50,,,,666327.0,90,
,A,A,_v,pd,,Matt opened himself up to betrayal.,Sydney hurt herself to maximize the group's payout.,Definitely<br />Enemies,0.0,TRIAL,100,100,,,,693431.0,90,
,,,,,,,,,,END,,,begin,,,,90,
,,,,,,,,,,END,,,submit,,,,90,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,91,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,91,42218.0
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-review.html'],,91,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-review.html,,,91,20727.0
,B,B,_h,threat,,Sydney chose the option that would not allow Robert to win more,Robert chose the option that would result with Sydney not winning anything,Definitely<br />Enemies,3.0,TRIAL,23,0,,,,163961.0,91,
,B,A,_v,threat,,Emily chose the option that would give them more ,Jack chose the option that would give Emily more,Definitely<br />Enemies,1.0,TRIAL,73,77,,,,220210.0,91,
,A,A,_h,threat,,She chose the option that would give them more,Luke chose the option that would give him more,Definitely<br />Enemies,0.0,TRIAL,74,57,,,,258228.0,91,
,B,A,_v,singleControl,,She chose the option that would not give anything to Kaylee,Her decision would not change the outcome,Definitely<br />Enemies,1.0,TRIAL,13,16,,,,308329.0,91,
,A,A,_v,singleControl,,She chose the option better for David,He chose the option good for both of them,Definitely<br />Enemies,0.0,TRIAL,76,100,,,,354143.0,91,
,A,B,_h,coordination,,She chose the option that would be beneficial for both,He chose them both not to win anything,Definitely<br />Enemies,1.0,TRIAL,77,12,,,,389999.0,91,
,A,A,_v,coordination,,She chose the option both could win,He chose the same option,Definitely<br />Enemies,0.0,TRIAL,76,96,,,,422973.0,91,
,A,A,_v,pd,,She chose the option both could win,He chose the option both would win,Definitely<br />Enemies,0.0,TRIAL,93,100,,,,449727.0,91,
,B,B,_h,pd,,He chose the option either he wins more or both wins less,She chose the option both would win some,Definitely<br />Enemies,3.0,TRIAL,22,34,,,,492870.0,91,
,B,B,_h,attentionGame,,0,0,Definitely<br />Enemies,,TRIAL,50,50,,,,508392.0,91,
,B,B,_v,disjunctive,,Not sure as this option can be either good or bad,He chose both to get 0$,Definitely<br />Enemies,3.0,TRIAL,50,0,,,,543997.0,91,
,A,A,_v,disjunctive,,He chose the option that both would win,He chose the option both would win,Definitely<br />Enemies,0.0,TRIAL,89,72,,,,570383.0,91,
,,,,,,,,,,END,,,begin,,,,91,
,,,,,,,,,,END,,,submit,,,,91,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,92,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,92,46502.0
,A,B,_h,coordination,,It's pretty much an all or nothing gambit either way. It depends on what Gerald chooses that would make me say friend or enemy.,"Ouch, Looks like Gerald is willing to take nothing just so Matt also gets nothing.",Definitely<br />Enemies,1.0,TRIAL,51,1,,,,102983.0,92,
,A,A,_h,coordination,,Gavin's choice is kind of the same but maybe they're friends since he picked the option with the $,Either friends or Matthew's unwilling to give up his 12 just so Gavin gets nothing lol.,Definitely<br />Enemies,0.0,TRIAL,58,88,,,,205723.0,92,
,B,B,_v,disjunctive,,"Ouch, probably enemies since rebecca left the option of 0 open.","Yep, definitely enemies since Logan was willing to take nothing just to spite Rebecca.",Definitely<br />Enemies,3.0,TRIAL,36,0,,,,254806.0,92,
,A,A,_h,disjunctive,,Probably friends because emily chose the boxes that both gave them 12 bucks. a small chance that it's enemies though and they wanted to force the other player to give them 12 dollars regardless.,Maybe friends though Jack really didn't have a choice.,Definitely<br />Enemies,0.0,TRIAL,76,54,,,,347257.0,92,
,B,B,_h,pd,,"Sally either really doesn't like zoe or is just greedy. Either way, not a good way to show friendship.",probably enemies since zoe wasn't willing to sacrifice 4 to get sally 12,Definitely<br />Enemies,3.0,TRIAL,31,14,,,,429838.0,92,
,A,A,_v,pd,,robert's already sacrificing to give hannah more or be able to split the payment evenly,both players sacrificed a little so they each had some good money,Definitely<br />Enemies,0.0,TRIAL,96,98,,,,480867.0,92,
,A,A,_v,attentionGame,,david's not willing to sacrifice a lot for geoff but they might still be friends because that even payout is still a possibility,both sacrificed a little so that they both would get a good payout,Definitely<br />Enemies,,TRIAL,50,93,,,,544543.0,92,
,A,A,_h,threat,,those aren't great options but at least ryou didn't leave megan with a possibility of zero,megan's being very generous in taking the lower payout so ryan could have more,Definitely<br />Enemies,0.0,TRIAL,65,100,,,,596279.0,92,
,B,A,_v,threat,,either enemies or syney is just not willing to sacrifice,maybe friends but i'm unsure as maybe jacob just didn't want zero dollars,Definitely<br />Enemies,1.0,TRIAL,36,61,,,,670529.0,92,
,B,B,_v,threat,,maybe enemies because richmond's not willing to sacrifice,definitely enemies because maria's willing to take a lesser payment to punish richmond,Definitely<br />Enemies,3.0,TRIAL,38,0,,,,720652.0,92,
,A,A,_h,singleControl,,both decisions for daniel are basically the same so i can't tell yet,friends! lauren would have gotten 6 either way but also chose to let daniel get 6,Definitely<br />Enemies,0.0,TRIAL,50,100,,,,784392.0,92,
,B,A,_v,singleControl,,austin's choice forces kaylee to take 0 either way,"if they weren't enemies before, they definitely are now!",Definitely<br />Enemies,1.0,TRIAL,1,1,,,,831212.0,92,
,,,,,,,,,,END,,,begin,,,,92,
,,,,,,,,,,END,,,submit,,,,92,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,93,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,93,44834.0
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-review.html'],,93,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-review.html,,,93,25153.0
,A,B,_h,singleControl,,He's willing to possibly get $0 instead of $6.,She wanted him to get $0 instead of $6 and it being equal.,Definitely<br />Enemies,1.0,TRIAL,76,8,,,,176893.0,93,
,A,A,_h,singleControl,,He's willing to take a chance on getting nothing.,"They both get $6, which is equal. NObody loses out so he must think he's a friend.",Definitely<br />Enemies,0.0,TRIAL,77,100,,,,216068.0,93,
,A,A,_h,threat,,She wants to get the larger payout for both of them.,He wants his friend to get more.,Definitely<br />Enemies,0.0,TRIAL,84,95,,,,260729.0,93,
,B,A,_v,threat,,He's willing to get less so his friend can get more.,She wants her friend to earn more than her.,Definitely<br />Enemies,1.0,TRIAL,83,89,,,,307512.0,93,
,B,B,_h,threat,,He's willing to risk getting zero.,She wanted to receive more.,Definitely<br />Enemies,3.0,TRIAL,65,7,,,,358129.0,93,
,A,A,_h,disjunctive,,He wants things to be equal.,He wants things to be equal.,Definitely<br />Enemies,0.0,TRIAL,100,84,,,,383507.0,93,
,B,B,_v,disjunctive,,She's willing to lose everything so she can lose too.,They both want each other to lose out.,Definitely<br />Enemies,3.0,TRIAL,16,0,,,,414223.0,93,
,A,A,_h,pd,,He wants his friend to earn more.,He wanted it to be equal between them.,Definitely<br />Enemies,0.0,TRIAL,85,100,,,,444795.0,93,
,B,B,_h,pd,,She wanted to earn more.,"He wanted it to be equal and not lose out, even if she (Hannah) got some money.",Definitely<br />Enemies,3.0,TRIAL,8,39,,,,486591.0,93,
,B,B,_h,attentionGame,,0,0,Definitely<br />Enemies,,TRIAL,54,50,,,,525912.0,93,
,A,B,_h,coordination,,It's too hard to say. It could go either way.,He doesn't want either of them getting any money.,Definitely<br />Enemies,1.0,TRIAL,44,0,,,,573527.0,93,
,A,A,_h,coordination,,He could go either way. It's too hard to tell.,She wants both of them to earn an equal amount.,Definitely<br />Enemies,0.0,TRIAL,64,100,,,,664541.0,93,
,,,,,,,,,,END,,,begin,,,,93,
,,,,,,,,,,END,,,submit,,,,93,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,94,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,94,48902.0
,A,B,_h,coordination,,"Sally is playing more cooperatively, though that doesn't necessarily mean that they're friends. She could just be nice. ","Matt's actions were spiteful. Choosing A would have given them both the maximum amount of money, though Matt chose B in order to ensure neither received anything. ",Definitely<br />Friends,1.0,TRIAL,26,96,,,,163558.0,94,
,A,A,_v,coordination,,"It is difficult to determine, though his choice would be the most pro-social. Still, there's really no reason to chose option B unless you wanted to be spiteful. ",Both chose the pro-social option. Though it was really the only logical choice. ,Definitely<br />Friends,0.0,TRIAL,38,23,,,,230760.0,94,
,A,A,_h,threat,,Maria's choice of A ensures that her counterpart receives the most possible money. Though it's also the best choice for her as well. ,"Both players seemed to have the other's interests in mind, or at the very least weren't actively spiteful. ",Definitely<br />Friends,0.0,TRIAL,24,8,,,,374546.0,94,
,B,B,_h,threat,,There's no reason to choose B other than to make sure the other player receives less money.,There was no reason for choosing B other than to make sure the other player received less money. Both players did this. ,Definitely<br />Friends,3.0,TRIAL,92,100,,,,438758.0,94,
